scenario,nuplan_category,episode,env_id,steps,crashed,step_of_crash,total_reward,lane_changes,failure_category,primary_category,failure_events,n_perception,n_prediction,n_planning,n_alignment,n_robustness,n_interaction,n_unknown
pedestrian_static,pedestrian_interaction,10,highway-v0,1,True,1,0.02,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,11,highway-v0,1,True,1,0.02,1,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,12,highway-v0,1,True,1,0.0,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,13,highway-v0,1,True,1,0.02,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,14,highway-v0,1,True,1,0.01,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,15,highway-v0,1,True,1,0.0,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,16,highway-v0,1,True,1,0.01,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,17,highway-v0,1,True,1,0.02,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,18,highway-v0,1,True,1,0.0,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,19,highway-v0,12,True,12,10.73,1,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,20,highway-v0,1,True,1,0.01,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,21,highway-v0,1,True,1,0.01,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,22,highway-v0,1,True,1,0.01,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,23,highway-v0,1,True,1,0.0,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,24,highway-v0,1,True,1,0.02,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,25,highway-v0,1,True,1,0.02,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,26,highway-v0,1,True,1,0.01,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,27,highway-v0,1,True,1,0.0,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,28,highway-v0,1,True,1,0.01,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,29,highway-v0,1,True,1,0.02,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,0,highway-v0,1,True,1,0.0,1,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,1,highway-v0,1,True,1,0.01,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,2,highway-v0,1,True,1,0.02,1,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,3,highway-v0,1,True,1,0.02,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,4,highway-v0,1,True,1,0.01,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,5,highway-v0,1,True,1,0.0,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,6,highway-v0,1,True,1,0.0,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,7,highway-v0,1,True,1,0.0,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,8,highway-v0,1,True,1,0.02,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,9,highway-v0,1,True,1,0.01,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,10,highway-v0,1,True,1,0.02,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,11,highway-v0,1,True,1,0.02,1,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,12,highway-v0,1,True,1,0.0,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,13,highway-v0,1,True,1,0.02,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,14,highway-v0,1,True,1,0.01,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,15,highway-v0,1,True,1,0.0,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,16,highway-v0,1,True,1,0.01,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,17,highway-v0,1,True,1,0.02,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,18,highway-v0,1,True,1,0.0,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,19,highway-v0,9,True,9,7.69,2,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,20,highway-v0,1,True,1,0.01,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,21,highway-v0,1,True,1,0.01,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,22,highway-v0,1,True,1,0.01,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,23,highway-v0,1,True,1,0.0,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,24,highway-v0,1,True,1,0.02,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,25,highway-v0,1,True,1,0.02,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,26,highway-v0,1,True,1,0.01,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,27,highway-v0,1,True,1,0.0,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,28,highway-v0,1,True,1,0.01,0,Perception,Perception,1,1,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,29,highway-v0,1,True,1,0.02,0,Perception,Perception,1,1,0,0,0,0,0,0
