scenario,nuplan_category,episode,env_id,steps,crashed,step_of_crash,total_reward,lane_changes,failure_category,primary_category,failure_events,evidence_paths,near_miss,near_miss_category,n_perception,n_prediction,n_planning,n_alignment,n_robustness,n_interaction,n_unknown
lane_change_simple,lane_change,10,highway-v0,6,True,6,4.84,0,Planning,Planning,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0010_step0006_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,11,highway-v0,25,True,25,23.15,0,Planning,Planning,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0011_step0025_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,12,highway-v0,5,True,5,3.78,0,Prediction,Prediction,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0012_step0005_prediction.json,False,,0,1,0,0,0,0,0
lane_change_simple,lane_change,13,highway-v0,5,True,5,3.87,0,Prediction,Prediction,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0013_step0005_prediction.json,False,,0,1,0,0,0,0,0
lane_change_simple,lane_change,14,highway-v0,7,True,7,5.71,0,Prediction,Prediction,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0014_step0007_prediction.json,False,,0,1,0,0,0,0,0
lane_change_simple,lane_change,15,highway-v0,25,True,25,22.73,0,Planning,Planning,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0015_step0025_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,16,highway-v0,7,True,7,5.8,0,Planning,Planning,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0016_step0007_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,17,highway-v0,5,True,5,3.87,0,Planning,Planning,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0017_step0005_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,18,highway-v0,5,True,5,3.82,0,Prediction,Prediction,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0018_step0005_prediction.json,False,,0,1,0,0,0,0,0
lane_change_simple,lane_change,19,highway-v0,8,True,8,6.65,0,Planning,Planning,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0019_step0008_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,20,highway-v0,20,True,20,17.96,0,Planning,Planning,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0020_step0020_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,21,highway-v0,9,True,9,7.57,0,Planning,Planning,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0021_step0009_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,22,highway-v0,9,True,9,7.74,1,Prediction,Prediction,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0022_step0009_prediction.json,False,,0,1,0,0,0,0,0
lane_change_simple,lane_change,23,highway-v0,9,True,9,7.6,0,Prediction,Prediction,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0023_step0009_prediction.json,False,,0,1,0,0,0,0,0
lane_change_simple,lane_change,24,highway-v0,3,True,3,1.95,0,Planning,Planning,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0024_step0003_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,25,highway-v0,8,True,8,6.78,0,Prediction,Prediction,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0025_step0008_prediction.json,False,,0,1,0,0,0,0,0
lane_change_simple,lane_change,26,highway-v0,8,True,8,6.62,0,Planning,Planning,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0026_step0008_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,27,highway-v0,30,False,0,28.36,0,Prediction,Prediction,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0027_step0008_prediction_near_miss.json,True,Prediction,0,1,0,0,0,0,0
lane_change_simple,lane_change,28,highway-v0,9,True,9,7.73,0,Planning,Planning,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0028_step0009_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,29,highway-v0,26,True,26,24.11,0,Planning,Planning,1,results\analysis\runs\collision10_only_seed0_lane_change_simple\evidence\lane_change_simple_ep0029_step0026_planning.json,False,,0,0,1,0,0,0,0
